chrom	start	end	GC
chr5	43100000	43200000	0.40531
chr5	43200000	43300000	0.40798
chr5	43300000	43400000	0.4225
chr5	43400000	43500000	0.40869
chr5	43500000	43600000	0.4206
chr5	43600000	43700000	0.42211
chr5	43700000	43800000	0.40542
chr5	43800000	43900000	0.43748
chr5	43900000	44000000	0.43545
chr5	44000000	44100000	0.44103
chr5	44100000	44200000	0.45216
chr5	44200000	44300000	0.42293
chr5	44300000	44400000	0.41318
chr5	44400000	44500000	0.41672
chr5	44500000	44600000	0.40957
chr5	44600000	44700000	0.41666
chr5	44700000	44800000	0.40976
chr5	44800000	44900000	0.4007
chr5	44900000	45000000	0.40896
chr5	45000000	45100000	0.40032
chr5	45100000	45200000	0.40158
chr5	45200000	45300000	0.41406
chr5	45300000	45400000	0.40988
chr5	45400000	45500000	0.43619
chr5	45500000	45600000	0.43411
chr5	45600000	45700000	0.3957
chr5	45700000	45800000	0.36485
chr5	45800000	45900000	0.39126
chr5	45900000	46000000	0.39404
chr5	46000000	46100000	0.39357
chr5	46100000	46200000	0.3856
chr5	46200000	46300000	0.3871
chr5	46300000	46400000	0.38893
chr5	46400000	46500000	0.38833
chr5	46500000	46600000	0.37493
chr5	46600000	46700000	0.37504
chr5	46700000	46800000	0.38081
chr5	46800000	46900000	0.37043
chr5	46900000	47000000	0.36639
chr5	47000000	47100000	0.36662
chr5	47100000	47200000	0.38594
chr5	47200000	47300000	0.36636
chr5	47300000	47400000	0.36141
chr5	47400000	47500000	0.36795
chr5	47500000	47600000	0.36861
chr5	47600000	47700000	0.37544
chr5	47700000	47800000	0.3676
chr5	47800000	47900000	0.3766
chr5	47900000	48000000	0.39233
chr5	48000000	48100000	0.37524
chr5	48100000	48200000	0.36931
chr5	48200000	48300000	0.36621
chr5	48300000	48400000	0.39513
chr5	48400000	48500000	0.38946
chr5	48500000	48600000	0.3805
chr5	48600000	48700000	0.38901
chr5	48700000	48800000	0.37522
chr5	48800000	48900000	0.36849
chr5	48900000	49000000	0.37562
chr5	49000000	49100000	0.37256
chr5	49100000	49200000	0.36519
chr5	49200000	49300000	0.37525
chr5	49300000	49400000	0.37738
chr5	49400000	49500000	0.38268
chr5	49500000	49600000	0.39471
chr5	49600000	49700000	0.38685
chr5	49700000	49800000	0.39523
chr5	49800000	49900000	0.39651
chr5	49900000	50000000	0.41532
chr5	50000000	50100000	0.41832
chr5	50100000	50200000	0.39125
chr5	50200000	50300000	0.39843
chr5	50300000	50400000	0.39392
chr5	50400000	50500000	0.38632
chr5	50500000	50600000	0.38749
chr5	50600000	50700000	0.37506
chr5	50700000	50800000	0.38041
chr5	50800000	50900000	0.37196
chr5	50900000	51000000	0.36575
chr5	51000000	51100000	0.38949
chr5	51100000	51200000	0.38061
chr5	51200000	51300000	0.39087
chr5	51300000	51400000	0.38573
chr5	51400000	51500000	0.38824
chr5	51500000	51600000	0.40028
chr5	51600000	51700000	0.4071
chr5	51700000	51800000	0.41551
chr5	51800000	51900000	0.41985
chr5	51900000	52000000	0.41971
chr5	52000000	52100000	0.43057
chr5	52100000	52200000	0.41639
chr5	52200000	52300000	0.44336
chr5	52300000	52400000	0.45878
chr5	52400000	52500000	0.4551
chr5	52500000	52600000	0.47303
chr5	52600000	52700000	0.451
chr5	52700000	52800000	0.42228
chr5	52800000	52900000	0.43438
chr5	52900000	53000000	0.46107
chr5	53000000	53100000	0.45768
chr5	53100000	53200000	0.45677
chr5	53200000	53300000	0.47148
chr5	53300000	53400000	0.46379
chr5	53400000	53500000	0.45142
chr5	53500000	53600000	0.43965
chr5	53600000	53700000	0.42098
chr5	53700000	53800000	0.42533
chr5	53800000	53900000	0.39812
chr5	53900000	54000000	0.43183
chr5	54000000	54100000	0.39286
chr5	54100000	54200000	0.43054
chr5	54200000	54300000	0.41561
chr5	54300000	54400000	0.39484
chr5	54400000	54500000	0.39528
chr5	54500000	54600000	0.38464
chr5	54600000	54700000	0.36663
chr5	54700000	54800000	0.37249
chr5	54800000	54900000	0.37063
chr5	54900000	55000000	0.37718
chr5	55000000	55100000	0.37282
chr5	55100000	55200000	0.36603
chr5	55200000	55300000	0.36244
chr5	55300000	55400000	0.36632
chr5	55400000	55500000	0.36441
chr5	55500000	55600000	0.36903
chr5	55600000	55700000	0.37075
chr5	55700000	55800000	0.37424
chr5	55800000	55900000	0.36453
chr5	55900000	56000000	0.37169
chr5	56000000	56100000	0.3628
chr5	56100000	56200000	0.3621
chr5	56200000	56300000	0.3629
chr5	56300000	56400000	0.34686
chr5	56400000	56500000	0.36876
chr5	56500000	56600000	0.35642
chr5	56600000	56700000	0.35098
chr5	56700000	56800000	0.35382
chr5	56800000	56900000	0.36452
chr5	56900000	57000000	0.37143
chr5	57000000	57100000	0.36085
chr5	57100000	57200000	0.35557
chr5	57200000	57300000	0.35381
chr5	57300000	57400000	0.3576
chr5	57400000	57500000	0.37414
chr5	57500000	57600000	0.37143
chr5	57600000	57700000	0.38478
chr5	57700000	57800000	0.38668
chr5	57800000	57900000	0.37022
chr5	57900000	58000000	0.35821
chr5	58000000	58100000	0.36251
chr5	58100000	58200000	0.36329
chr5	58200000	58300000	0.37131
chr5	58300000	58400000	0.38185
chr5	58400000	58500000	0.37402
chr5	58500000	58600000	0.37537
chr5	58600000	58700000	0.36842
chr5	58700000	58800000	0.36841
chr5	58800000	58900000	0.35768
chr5	58900000	59000000	0.36894
chr5	59000000	59100000	0.37598
chr5	59100000	59200000	0.37066
chr5	59200000	59300000	0.35984
chr5	59300000	59400000	0.35914
chr5	59400000	59500000	0.35487
chr5	59500000	59600000	0.36356
chr5	59600000	59700000	0.35531
chr5	59700000	59800000	0.36108
chr5	59800000	59900000	0.36063
chr5	59900000	60000000	0.36619
chr5	60000000	60100000	0.36866
chr5	60100000	60200000	0.36777
chr5	60200000	60300000	0.35192
chr5	60300000	60400000	0.34901
chr5	60400000	60500000	0.36783
chr5	60500000	60600000	0.37296
chr5	60600000	60700000	0.36746
chr5	60700000	60800000	0.37944
chr5	60800000	60900000	0.36803
chr5	60900000	61000000	0.36499
chr5	61000000	61100000	0.36329
chr5	61100000	61200000	0.35369
chr5	61200000	61300000	0.37671
chr5	61300000	61400000	0.36529
chr5	61400000	61500000	0.35958
chr5	61500000	61600000	0.35998
chr5	61600000	61700000	0.3573
chr5	61700000	61800000	0.36293
chr5	61800000	61900000	0.36711
chr5	61900000	62000000	0.36425
chr5	62000000	62100000	0.35907
chr5	62100000	62200000	0.36683
chr5	62200000	62300000	0.38749
chr5	62300000	62400000	0.37601
chr5	62400000	62500000	0.37548
chr5	62500000	62600000	0.37922
chr5	62600000	62700000	0.37528
chr5	62700000	62800000	0.39948
chr5	62800000	62900000	0.37568
chr5	62900000	63000000	0.3813
chr5	63000000	63100000	0.37529
chr5	63100000	63200000	0.37371
chr5	63200000	63300000	0.37153
chr5	63300000	63400000	0.3799
chr5	63400000	63500000	0.37989
chr5	63500000	63600000	0.39584
chr5	63600000	63700000	0.40147
chr5	63700000	63800000	0.41387
chr5	63800000	63900000	0.44041
chr5	63900000	64000000	0.45146
chr5	64000000	64100000	0.44521
chr5	64100000	64200000	0.44322
chr5	64200000	64300000	0.45315
chr5	64300000	64400000	0.46307
chr5	64400000	64500000	0.44203
chr5	64500000	64600000	0.4404
chr5	64600000	64700000	0.44874
chr5	64700000	64800000	0.43724
chr5	64800000	64900000	0.45515
chr5	64900000	65000000	0.43471
chr5	65000000	65100000	0.4384
chr5	65100000	65200000	0.43403
chr5	65200000	65300000	0.43806
chr5	65300000	65400000	0.43692
chr5	65400000	65500000	0.44412
chr5	65500000	65600000	0.41169
chr5	65600000	65700000	0.39594
chr5	65700000	65800000	0.43779
chr5	65800000	65900000	0.43151
chr5	65900000	66000000	0.45319
chr5	66000000	66100000	0.44658
chr5	66100000	66200000	0.45062
chr5	66200000	66300000	0.43603
chr5	66300000	66400000	0.46806
chr5	66400000	66500000	0.44151
chr5	66500000	66600000	0.44244
chr5	66600000	66700000	0.45478
chr5	66700000	66800000	0.44087
chr5	66800000	66900000	0.4388
chr5	66900000	67000000	0.43892
chr5	67000000	67100000	0.44327
chr5	67100000	67200000	0.44049
chr5	67200000	67300000	0.42963
chr5	67300000	67400000	0.41902
chr5	67400000	67500000	0.45387
chr5	67500000	67600000	0.43618
chr5	67600000	67700000	0.43387
chr5	67700000	67800000	0.41677
chr5	67800000	67900000	0.41947
chr5	67900000	68000000	0.40011
chr5	68000000	68100000	0.40362
chr5	68100000	68200000	0.39325
chr5	68200000	68300000	0.39197
chr5	68300000	68400000	0.38757
chr5	68400000	68500000	0.38588
chr5	68500000	68600000	0.37487
chr5	68600000	68700000	0.36645
chr5	68700000	68800000	0.37541
chr5	68800000	68900000	0.36449
chr5	68900000	69000000	0.36042
chr5	69000000	69100000	0.37831
chr5	69100000	69200000	0.37472
chr5	69200000	69300000	0.36766
chr5	69300000	69400000	0.38148
chr5	69400000	69500000	0.38644
chr5	69500000	69600000	0.38395
chr5	69600000	69700000	0.37798
chr5	69700000	69800000	0.38362
chr5	69800000	69900000	0.37355
chr5	69900000	70000000	0.37032
chr5	70000000	70100000	0.3711
chr5	70100000	70200000	0.36595
chr5	70200000	70300000	0.37838
chr5	70300000	70400000	0.36844
chr5	70400000	70500000	0.37123
chr5	70500000	70600000	0.37297
chr5	70600000	70700000	0.37033
chr5	70700000	70800000	0.3626
chr5	70800000	70900000	0.36175
chr5	70900000	71000000	0.3735
chr5	71000000	71100000	0.36582
chr5	71100000	71200000	0.37809
chr5	71200000	71300000	0.37833
chr5	71300000	71400000	0.38326
chr5	71400000	71500000	0.37835
chr5	71500000	71600000	0.37788
chr5	71600000	71700000	0.38503
chr5	71700000	71800000	0.37667
chr5	71800000	71900000	0.38071
chr5	71900000	72000000	0.38219
chr5	72000000	72100000	0.39932
chr5	72100000	72200000	0.41332
chr5	72200000	72300000	0.41834
chr5	72300000	72400000	0.40885
chr5	72400000	72500000	0.41643
chr5	72500000	72600000	0.42221
chr5	72600000	72700000	0.43074
chr5	72700000	72800000	0.43549
chr5	72800000	72900000	0.44301
chr5	72900000	73000000	0.42228
chr5	73000000	73100000	0.44505
chr5	73100000	73200000	0.44286
chr5	73200000	73300000	0.44392
chr5	73300000	73400000	0.44658
chr5	73400000	73500000	0.44655
chr5	73500000	73600000	0.44643
chr5	73600000	73700000	0.44218
chr5	73700000	73800000	0.43902
chr5	73800000	73900000	0.42759
chr5	73900000	74000000	0.43551262552501435
chr5	74000000	74100000	0.45172
chr5	74100000	74200000	0.45717
chr5	74200000	74300000	0.46872
chr5	74300000	74400000	0.41829
chr5	74400000	74500000	0.41707
chr5	74500000	74600000	0.3968
chr5	74600000	74700000	0.45171
chr5	74700000	74800000	0.45326
chr5	74800000	74900000	0.45609
chr5	74900000	75000000	0.45887
chr5	75000000	75100000	0.43096
chr5	75100000	75200000	0.45712
chr5	75200000	75300000	0.45049
chr5	75300000	75400000	0.42737
chr5	75400000	75500000	0.44529
chr5	75500000	75600000	0.4565
chr5	75600000	75700000	0.44764
chr5	75700000	75800000	0.4343
chr5	75800000	75900000	0.44647
chr5	75900000	76000000	0.43506
chr5	76000000	76100000	0.4298313253012048
chr5	76100000	76200000	0.4362302256484381
chr5	76200000	76300000	0.39875
chr5	76300000	76400000	0.4202
chr5	76400000	76500000	0.42932
chr5	76500000	76600000	0.42195
chr5	76600000	76700000	0.43629
chr5	76700000	76800000	0.44568
chr5	76800000	76900000	0.45999
chr5	76900000	77000000	0.43707
chr5	77000000	77100000	0.44626
chr5	77100000	77200000	0.45162
chr5	77200000	77300000	0.46001
chr5	77300000	77400000	0.44092
chr5	77400000	77500000	0.44717
chr5	77500000	77600000	0.43896
chr5	77600000	77700000	0.42446
chr5	77700000	77800000	0.42252
chr5	77800000	77900000	0.40687
chr5	77900000	78000000	0.40156
chr5	78000000	78100000	0.3867
chr5	78100000	78200000	0.39117
chr5	78200000	78300000	0.37697
chr5	78300000	78400000	0.37543
chr5	78400000	78500000	0.3715
chr5	78500000	78600000	0.36242
chr5	78600000	78700000	0.35919
chr5	78700000	78800000	0.35905
chr5	78800000	78900000	0.35641
chr5	78900000	79000000	0.36094
chr5	79000000	79100000	0.3746
chr5	79100000	79200000	0.36763
chr5	79200000	79300000	0.36967
chr5	79300000	79400000	0.36346
chr5	79400000	79500000	0.35581
chr5	79500000	79600000	0.36184
chr5	79600000	79700000	0.36434
chr5	79700000	79800000	0.36289
chr5	79800000	79900000	0.37451
chr5	79900000	80000000	0.361
chr5	80000000	80100000	0.36286
chr5	80100000	80200000	0.35456
chr5	80200000	80300000	0.36013
chr5	80300000	80400000	0.36513
chr5	80400000	80500000	0.35763
chr5	80500000	80600000	0.36419
chr5	80600000	80700000	0.36925
chr5	80700000	80800000	0.37096
chr5	80800000	80900000	0.37454
chr5	80900000	81000000	0.37684
chr5	81000000	81100000	0.3899
chr5	81100000	81200000	0.35886
chr5	81200000	81300000	0.3631
chr5	81300000	81400000	0.37426
chr5	81400000	81500000	0.36401
chr5	81500000	81600000	0.37906
chr5	81600000	81700000	0.38839
chr5	81700000	81800000	0.35993
chr5	81800000	81900000	0.36878
chr5	81900000	82000000	0.37545
chr5	82000000	82100000	0.37505
chr5	82100000	82200000	0.36459
chr5	82200000	82300000	0.36661
chr5	82300000	82400000	0.36284
chr5	82400000	82500000	0.3531
chr5	82500000	82600000	0.36271
chr5	82600000	82700000	0.37297
chr5	82700000	82800000	0.36215
chr5	82800000	82900000	0.37355
chr5	82900000	83000000	0.36005
chr5	83000000	83100000	0.36089
chr5	83100000	83200000	0.37162
chr5	83200000	83300000	0.34243
chr5	83300000	83400000	0.35949
chr5	83400000	83500000	0.36839
chr5	83500000	83600000	0.37766
chr5	83600000	83700000	0.35688
chr5	83700000	83800000	0.37682
chr5	83800000	83900000	0.36322
chr5	83900000	84000000	0.35851
chr5	84000000	84100000	0.35908
chr5	84100000	84200000	0.35007
chr5	84200000	84300000	0.3471
chr5	84300000	84400000	0.36018
chr5	84400000	84500000	0.36931
chr5	84500000	84600000	0.35704
chr5	84600000	84700000	0.35349
chr5	84700000	84800000	0.36791
chr5	84800000	84900000	0.36409
chr5	84900000	85000000	0.36527
chr5	85000000	85100000	0.36495
chr5	85100000	85200000	0.36607
chr5	85200000	85300000	0.36422
chr5	85300000	85400000	0.37562
chr5	85400000	85500000	0.37836
chr5	85500000	85600000	0.38405
chr5	85600000	85700000	0.37763
chr5	85700000	85800000	0.37795
chr5	85800000	85900000	0.38544
chr5	85900000	86000000	0.40207
chr5	86000000	86100000	0.39449
chr5	86100000	86200000	0.36351
chr5	86200000	86300000	0.38427
chr5	86300000	86400000	0.38148
chr5	86400000	86500000	0.38468
chr5	86500000	86600000	0.39059
chr5	86600000	86700000	0.38135
chr5	86700000	86800000	0.39086
chr5	86800000	86900000	0.38243
chr5	86900000	87000000	0.38257
chr5	87000000	87100000	0.37324
chr5	87100000	87200000	0.36806
chr5	87200000	87300000	0.38202
chr5	87300000	87400000	0.37217
chr5	87400000	87500000	0.36814
chr5	87500000	87600000	0.36423
chr5	87600000	87700000	0.37402
chr5	87700000	87800000	0.36848
chr5	87800000	87900000	0.36548
chr5	87900000	88000000	0.37081
chr5	88000000	88100000	0.37549
chr5	88100000	88200000	0.38477
chr5	88200000	88300000	0.38929
chr5	88300000	88400000	0.39388
chr5	88400000	88500000	0.38969
chr5	88500000	88600000	0.42677
chr5	88600000	88700000	0.42845
chr5	88700000	88800000	0.4096
chr5	88800000	88900000	0.42453
chr5	88900000	89000000	0.43178
chr5	89000000	89100000	0.41148
chr5	89100000	89200000	0.40452
chr5	89200000	89300000	0.3963
chr5	89300000	89400000	0.40449
chr5	89400000	89500000	0.39906
chr5	89500000	89600000	0.39838
chr5	89600000	89700000	0.39866
chr5	89700000	89800000	0.39339
chr5	89800000	89900000	0.41618
chr5	89900000	90000000	0.40842
chr5	90000000	90100000	0.40371
chr5	90100000	90200000	0.42935
chr5	90200000	90300000	0.40066
chr5	90300000	90400000	0.38136
chr5	90400000	90500000	0.40032
chr5	90500000	90600000	0.42177
chr5	90600000	90700000	0.42566
chr5	90700000	90800000	0.40579
chr5	90800000	90900000	0.41197
chr5	90900000	91000000	0.4047
chr5	91000000	91100000	0.39931
chr5	91100000	91200000	0.40048
chr5	91200000	91300000	0.39945
chr5	91300000	91400000	0.41036
chr5	91400000	91500000	0.41872
chr5	91500000	91600000	0.42207
chr5	91600000	91700000	0.42308
chr5	91700000	91800000	0.42676
chr5	91800000	91900000	0.43219
chr5	91900000	92000000	0.42538
chr5	92000000	92100000	0.41566
chr5	92100000	92200000	0.43358
chr5	92200000	92300000	0.45516
chr5	92300000	92400000	0.44593
chr5	92400000	92500000	0.442
chr5	92500000	92600000	0.44937
chr5	92600000	92700000	0.43388
chr5	92700000	92800000	0.44526
chr5	92800000	92900000	0.44557
chr5	92900000	93000000	0.4728
chr5	93000000	93100000	0.44848
chr5	93100000	93200000	0.44169
chr5	93200000	93300000	0.42727
chr5	93300000	93400000	0.4125
chr5	93400000	93500000	0.40277
chr5	93500000	93600000	0.41014
chr5	93600000	93700000	0.41656
chr5	93700000	93800000	0.40744
chr5	93800000	93900000	0.40773
chr5	93900000	94000000	0.40516
chr5	94000000	94100000	0.41930152261278086
chr5	94100000	94200000	0.401102732506284
chr5	94200000	94300000	0.41114
chr5	94300000	94400000	0.40842
chr5	94400000	94500000	0.40754
chr5	94500000	94600000	0.41261
chr5	94600000	94700000	0.40407
chr5	94700000	94800000	0.42363
chr5	94800000	94900000	0.41209
chr5	94900000	95000000	0.40419
chr5	95000000	95100000	0.41324
chr5	95100000	95200000	0.40932
chr5	95200000	95300000	0.41078
chr5	95300000	95400000	0.41333
chr5	95400000	95500000	0.40097
chr5	95500000	95600000	0.41214
chr5	95600000	95700000	0.40546
chr5	95700000	95800000	0.41326
chr5	95800000	95900000	0.4094
chr5	95900000	96000000	0.42294
chr5	96000000	96100000	0.39022
chr5	96100000	96200000	0.39017
chr5	96200000	96300000	0.40778
chr5	96300000	96400000	0.42553
chr5	96400000	96500000	0.42275
chr5	96500000	96600000	0.42031
chr5	96600000	96700000	0.42738
chr5	96700000	96800000	0.43892
chr5	96800000	96900000	0.43506
chr5	96900000	97000000	0.4253
chr5	97000000	97100000	0.42346
chr5	97100000	97200000	0.41245
chr5	97200000	97300000	0.40236
chr5	97300000	97400000	0.39976
chr5	97400000	97500000	0.39121
chr5	97500000	97600000	0.3925
chr5	97600000	97700000	0.38989
chr5	97700000	97800000	0.38771
chr5	97800000	97900000	0.38025
chr5	97900000	98000000	0.3908
chr5	98000000	98100000	0.4126
chr5	98100000	98200000	0.4273
chr5	98200000	98300000	0.42158
chr5	98300000	98400000	0.41323
chr5	98400000	98500000	0.40112
chr5	98500000	98600000	0.39038
chr5	98600000	98700000	0.37945
chr5	98700000	98800000	0.40146
chr5	98800000	98900000	0.4157
chr5	98900000	99000000	0.40553
chr5	99000000	99100000	0.41938
chr5	99100000	99200000	0.42523
chr5	99200000	99300000	0.44351
chr5	99300000	99400000	0.42158
chr5	99400000	99500000	0.44226
chr5	99500000	99600000	0.43469
chr5	99600000	99700000	0.45198
chr5	99700000	99800000	0.44186
chr5	99800000	99900000	0.4395
chr5	99900000	100000000	0.42702
chr5	100000000	100100000	0.46088
chr5	100100000	100200000	0.44875
chr5	100200000	100300000	0.45804
chr5	100300000	100400000	0.4615
chr5	100400000	100500000	0.42942
chr5	100500000	100600000	0.44134
chr5	100600000	100700000	0.45253
chr5	100700000	100800000	0.45823
chr5	100800000	100900000	0.43854
chr5	100900000	101000000	0.43181
chr5	101000000	101100000	0.42952
chr5	101100000	101200000	0.41378
chr5	101200000	101300000	0.41888
chr5	101300000	101400000	0.42377
chr5	101400000	101500000	0.42674
chr5	101500000	101600000	0.43901
chr5	101600000	101700000	0.44734
chr5	101700000	101800000	0.45516
chr5	101800000	101900000	0.46752
chr5	101900000	102000000	0.4438
chr5	102000000	102100000	0.44145
chr5	102100000	102200000	0.42796
chr5	102200000	102300000	0.41425
chr5	102300000	102400000	0.40823
chr5	102400000	102500000	0.42338
chr5	102500000	102600000	0.41192
chr5	102600000	102700000	0.41613
chr5	102700000	102800000	0.41958
chr5	102800000	102900000	0.41417
chr5	102900000	103000000	0.41752
chr5	103000000	103100000	0.41162
chr5	103100000	103200000	0.41683
chr5	103200000	103300000	0.42014
chr5	103300000	103400000	0.43163
chr5	103400000	103500000	0.42879
chr5	103500000	103600000	0.43762
chr5	103600000	103700000	0.44773
chr5	103700000	103800000	0.44977
chr5	103800000	103900000	0.4552
chr5	103900000	104000000	0.43566
chr5	104000000	104100000	0.4386
chr5	104100000	104200000	0.4364
chr5	104200000	104300000	0.4177
chr5	104300000	104400000	0.42801
chr5	104400000	104500000	0.42476
chr5	104500000	104600000	0.39584
chr5	104600000	104700000	0.40629
chr5	104700000	104800000	0.4015
chr5	104800000	104900000	0.41615
chr5	104900000	105000000	0.4169
chr5	105000000	105100000	0.42046
chr5	105100000	105200000	0.4237
chr5	105200000	105300000	0.41602
chr5	105300000	105400000	0.41286
chr5	105400000	105500000	0.44953
chr5	105500000	105600000	0.45038
chr5	105600000	105700000	0.45432
chr5	105700000	105800000	0.46688
chr5	105800000	105900000	0.44897
chr5	105900000	106000000	0.43251
chr5	106000000	106100000	0.44044
chr5	106100000	106200000	0.44002
chr5	106200000	106300000	0.42988
chr5	106300000	106400000	0.43977
chr5	106400000	106500000	0.44913
chr5	106500000	106600000	0.44553
chr5	106600000	106700000	0.40801
chr5	106700000	106800000	0.44917
chr5	106800000	106900000	0.4151
chr5	106900000	107000000	0.41165
chr5	107000000	107100000	0.45664
chr5	107100000	107200000	0.44761
chr5	107200000	107300000	0.45423
chr5	107300000	107400000	0.42329
chr5	107400000	107500000	0.42218
chr5	107500000	107600000	0.41933
chr5	107600000	107700000	0.42067
chr5	107700000	107800000	0.42274
chr5	107800000	107900000	0.41268
chr5	107900000	108000000	0.42572
chr5	108000000	108100000	0.41649
chr5	108100000	108200000	0.38418
chr5	108200000	108300000	0.39152
chr5	108300000	108400000	0.4399
chr5	108400000	108500000	0.45284
chr5	108500000	108600000	0.45339
chr5	108600000	108700000	0.4724
chr5	108700000	108800000	0.43367
chr5	108800000	108900000	0.38674
chr5	108900000	109000000	0.39046
chr5	109000000	109100000	0.38839
chr5	109100000	109200000	0.3949
chr5	109200000	109300000	0.37706
chr5	109300000	109400000	0.38252
chr5	109400000	109500000	0.38899
chr5	109500000	109600000	0.42248
chr5	109600000	109700000	0.40096
chr5	109700000	109800000	0.4144
chr5	109800000	109900000	0.40054
chr5	109900000	110000000	0.41263
chr5	110000000	110100000	0.40698
chr5	110100000	110200000	0.44073
chr5	110200000	110300000	0.43911
chr5	110300000	110400000	0.4812
chr5	110400000	110500000	0.49532
chr5	110500000	110600000	0.4851
chr5	110600000	110700000	0.46922
chr5	110700000	110800000	0.45081
chr5	110800000	110900000	0.45357
chr5	110900000	111000000	0.43374
chr5	111000000	111100000	0.44882
chr5	111100000	111200000	0.47874
chr5	111200000	111300000	0.51647
chr5	111300000	111400000	0.45746
chr5	111400000	111500000	0.51609
chr5	111500000	111600000	0.50954
chr5	111600000	111700000	0.51019
chr5	111700000	111800000	0.49399
chr5	111800000	111900000	0.49871
chr5	111900000	112000000	0.48699
chr5	112000000	112100000	0.49106
chr5	112100000	112200000	0.49632
chr5	112200000	112300000	0.51841
chr5	112300000	112400000	0.52467
chr5	112400000	112500000	0.49724
chr5	112500000	112600000	0.49093
chr5	112600000	112700000	0.49174
chr5	112700000	112800000	0.48742
chr5	112800000	112900000	0.50342
chr5	112900000	113000000	0.48419
chr5	113000000	113100000	0.50497
chr5	113100000	113200000	0.53012
chr5	113200000	113300000	0.50821
chr5	113300000	113400000	0.49649
chr5	113400000	113500000	0.49406
chr5	113500000	113600000	0.5081279069767441
chr5	113600000	113700000	0.50634
chr5	113700000	113800000	0.51384
chr5	113800000	113900000	0.50175
chr5	113900000	114000000	0.49732
chr5	114000000	114100000	0.49089
chr5	114100000	114200000	0.50399
chr5	114200000	114300000	0.51241
chr5	114300000	114400000	0.50643
chr5	114400000	114500000	0.5233
chr5	114500000	114600000	0.51217
chr5	114600000	114700000	0.52907
chr5	114700000	114800000	0.50136
chr5	114800000	114900000	0.48477
chr5	114900000	115000000	0.48172
chr5	115000000	115100000	0.45141
chr5	115100000	115200000	0.50602
chr5	115200000	115300000	0.47556
chr5	115300000	115400000	0.47637
chr5	115400000	115500000	0.49333
chr5	115500000	115600000	0.52207
chr5	115600000	115700000	0.4972
chr5	115700000	115800000	0.44702
chr5	115800000	115900000	0.47988
chr5	115900000	116000000	0.49934
chr5	116000000	116100000	0.47397
chr5	116100000	116200000	0.48196
chr5	116200000	116300000	0.4842
chr5	116300000	116400000	0.46328
chr5	116400000	116500000	0.48519
chr5	116500000	116600000	0.47275
chr5	116600000	116700000	0.45534
chr5	116700000	116800000	0.45045
chr5	116800000	116900000	0.47306
chr5	116900000	117000000	0.45672
chr5	117000000	117100000	0.47073
chr5	117100000	117200000	0.48018
chr5	117200000	117300000	0.48898
chr5	117300000	117400000	0.49025
chr5	117400000	117500000	0.47562
chr5	117500000	117600000	0.48809
chr5	117600000	117700000	0.48848
chr5	117700000	117800000	0.48396
chr5	117800000	117900000	0.49364
chr5	117900000	118000000	0.49619
chr5	118000000	118100000	0.52441
chr5	118100000	118200000	0.50156
chr5	118200000	118300000	0.50176
chr5	118300000	118400000	0.4893
chr5	118400000	118500000	0.48372
chr5	118500000	118600000	0.46142
chr5	118600000	118700000	0.4526
chr5	118700000	118800000	0.4893
chr5	118800000	118900000	0.47975
chr5	118900000	119000000	0.47457
chr5	119000000	119100000	0.47944
chr5	119100000	119200000	0.45983
chr5	119200000	119300000	0.47531
chr5	119300000	119400000	0.46797
chr5	119400000	119500000	0.46808
chr5	119500000	119600000	0.47097
chr5	119600000	119700000	0.48897
chr5	119700000	119800000	0.47485
chr5	119800000	119900000	0.47881
chr5	119900000	120000000	0.47295
chr5	120000000	120100000	0.47373
chr5	120100000	120200000	0.53734
chr5	120200000	120300000	0.50686
chr5	120300000	120400000	0.49386
chr5	120400000	120500000	0.51408
chr5	120500000	120600000	0.5189
chr5	120600000	120700000	0.53079
chr5	120700000	120800000	0.5068
chr5	120800000	120900000	0.48152
chr5	120900000	121000000	0.48487
chr5	121000000	121100000	0.48216
chr5	121100000	121200000	0.48369
chr5	121200000	121300000	0.45353
chr5	121300000	121400000	0.49028
chr5	121400000	121500000	0.46555
chr5	121500000	121600000	0.48147
chr5	121600000	121700000	0.47795
chr5	121700000	121800000	0.44223
chr5	121800000	121900000	0.52488
chr5	121900000	122000000	0.52178
chr5	122000000	122100000	0.51007
chr5	122100000	122200000	0.49629
chr5	122200000	122300000	0.49487
chr5	122300000	122400000	0.4651
chr5	122400000	122500000	0.4542
chr5	122500000	122600000	0.455
chr5	122600000	122700000	0.46815
chr5	122700000	122800000	0.48479
chr5	122800000	122900000	0.4452
chr5	122900000	123000000	0.48129
chr5	123000000	123100000	0.47425
chr5	123100000	123200000	0.51203
chr5	123200000	123300000	0.46418
chr5	123300000	123400000	0.48057
chr5	123400000	123500000	0.46038
chr5	123500000	123600000	0.46291
chr5	123600000	123700000	0.45196
chr5	123700000	123800000	0.42803
chr5	123800000	123900000	0.46174
chr5	123900000	124000000	0.47763
chr5	124000000	124100000	0.50841
chr5	124100000	124200000	0.51579
chr5	124200000	124300000	0.48069
chr5	124300000	124400000	0.45368
chr5	124400000	124500000	0.46198
chr5	124500000	124600000	0.48994
chr5	124600000	124700000	0.485563808804398
chr5	124700000	124800000	0.4918663150196139
chr5	124800000	124900000	0.48803
chr5	124900000	125000000	0.4939
chr5	125000000	125100000	0.55669
chr5	125100000	125200000	0.53588
