Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Cell_type,source_name
SRR8110630,OTHER,302,3118563740,PRJNA498483,SAMN10311549,1360653521,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937144,GSM3446174,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446174,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110631,OTHER,302,2660965790,PRJNA498483,SAMN10311548,1158826109,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937145,GSM3446175,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446175,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110632,OTHER,302,2908552336,PRJNA498483,SAMN10311547,1275957217,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937147,GSM3446176,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446176,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110633,OTHER,302,2737294780,PRJNA498483,SAMN10311546,1208333818,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937148,GSM3446177,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446177,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110634,OTHER,302,2296428234,PRJNA498483,SAMN10311545,1003720899,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937149,GSM3446178,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446178,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110635,OTHER,302,2765788480,PRJNA498483,SAMN10311544,1213493464,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937150,GSM3446179,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446179,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110636,OTHER,302,2524770434,PRJNA498483,SAMN10311543,1114919638,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937151,GSM3446180,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446180,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110637,OTHER,302,2753051932,PRJNA498483,SAMN10311542,1202123105,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937152,GSM3446181,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446181,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110638,OTHER,302,2459031376,PRJNA498483,SAMN10311541,1068744282,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937153,GSM3446182,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446182,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110639,OTHER,302,2455226176,PRJNA498483,SAMN10311540,1068397758,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937154,GSM3446183,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446183,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110640,OTHER,302,2477619174,PRJNA498483,SAMN10311539,1114809618,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937155,GSM3446184,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446184,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110641,OTHER,302,2629860394,PRJNA498483,SAMN10311620,1142511698,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937156,GSM3446185,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446185,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110642,OTHER,302,2345300894,PRJNA498483,SAMN10311619,1025668438,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937157,GSM3446186,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446186,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110643,OTHER,302,2283168924,PRJNA498483,SAMN10311618,1038558966,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937159,GSM3446187,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446187,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110644,OTHER,302,2889863972,PRJNA498483,SAMN10311617,1265983715,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937160,GSM3446188,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446188,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110645,OTHER,302,2728072304,PRJNA498483,SAMN10311616,1198794758,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937161,GSM3446189,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446189,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110646,OTHER,302,2645189612,PRJNA498483,SAMN10311615,1188212861,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937162,GSM3446190,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446190,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110647,OTHER,302,2858513352,PRJNA498483,SAMN10311614,1263870342,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937163,GSM3446191,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446191,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110648,OTHER,302,2631654274,PRJNA498483,SAMN10311613,1168869125,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937164,GSM3446192,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446192,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110649,OTHER,302,5550436860,PRJNA498483,SAMN10311612,2419439317,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937165,GSM3446193,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446193,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110650,OTHER,302,2003942442,PRJNA498483,SAMN10311611,934460492,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937166,GSM3446194,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446194,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110651,OTHER,302,3286441916,PRJNA498483,SAMN10311610,1456986454,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937167,GSM3446195,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446195,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110652,OTHER,302,1868224850,PRJNA498483,SAMN10311609,814717174,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937168,GSM3446196,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446196,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110653,OTHER,302,5919235938,PRJNA498483,SAMN10311608,2647006569,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937169,GSM3446197,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446197,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110654,OTHER,302,6449444956,PRJNA498483,SAMN10311607,2905660684,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937171,GSM3446198,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446198,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110655,OTHER,302,5858233146,PRJNA498483,SAMN10311606,2669626969,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937172,GSM3446199,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446199,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110656,OTHER,302,5633601318,PRJNA498483,SAMN10311605,2517015550,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937173,GSM3446200,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446200,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110657,OTHER,302,5140117614,PRJNA498483,SAMN10311604,2299333642,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937174,GSM3446201,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446201,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110658,OTHER,302,9175464566,PRJNA498483,SAMN10311603,4082865262,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937175,GSM3446202,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446202,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110659,OTHER,302,8602477248,PRJNA498483,SAMN10311602,3843646186,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937176,GSM3446203,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446203,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110660,OTHER,302,5479458706,PRJNA498483,SAMN10311601,2452762869,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937177,GSM3446204,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446204,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110661,OTHER,302,5771814940,PRJNA498483,SAMN10311600,2603038422,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937178,GSM3446205,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446205,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110662,OTHER,302,6731110994,PRJNA498483,SAMN10311599,3014036482,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937179,GSM3446206,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446206,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110663,OTHER,302,6789070230,PRJNA498483,SAMN10311598,3032137284,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937180,GSM3446207,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446207,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110664,OTHER,302,6890032756,PRJNA498483,SAMN10311597,3098803305,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937181,GSM3446208,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446208,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110665,OTHER,302,4496744968,PRJNA498483,SAMN10311595,2034043604,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937182,GSM3446209,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446209,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110666,OTHER,302,6020731494,PRJNA498483,SAMN10311594,2690211151,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937184,GSM3446210,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446210,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110667,OTHER,302,3483769924,PRJNA498483,SAMN10311593,1548991627,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937185,GSM3446211,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446211,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110668,OTHER,302,3689377866,PRJNA498483,SAMN10311592,1610428021,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937186,GSM3446212,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446212,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110669,OTHER,302,3430730872,PRJNA498483,SAMN10311591,1478913594,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937187,GSM3446213,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446213,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110670,OTHER,302,4010146260,PRJNA498483,SAMN10311590,1758742895,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937188,GSM3446214,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446214,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110671,OTHER,302,3240702204,PRJNA498483,SAMN10311596,1428364051,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937189,GSM3446215,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446215,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110672,OTHER,302,3629046722,PRJNA498483,SAMN10311589,1599738109,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937190,GSM3446216,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446216,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110673,OTHER,302,3578390752,PRJNA498483,SAMN10311588,1583823775,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937191,GSM3446217,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446217,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110674,OTHER,302,3856242228,PRJNA498483,SAMN10311587,1696285204,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937192,GSM3446218,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446218,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110675,OTHER,302,3336096756,PRJNA498483,SAMN10869137,1464940815,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937193,GSM3446219,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-12-10T00:00:00Z,GSM3446219,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110676,OTHER,302,3683792980,PRJNA498483,SAMN10311452,1612998311,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937194,GSM3446220,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446220,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110677,OTHER,302,3778964052,PRJNA498483,SAMN10311451,1682689807,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937196,GSM3446221,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446221,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110678,OTHER,302,3870656990,PRJNA498483,SAMN10311450,1689292206,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937197,GSM3446222,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446222,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110679,OTHER,302,3427318876,PRJNA498483,SAMN10311449,1543527973,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937198,GSM3446223,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446223,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110680,OTHER,302,3914054088,PRJNA498483,SAMN10311448,1700041983,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937199,GSM3446224,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446224,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110681,OTHER,302,3807195616,PRJNA498483,SAMN10311447,1662991083,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937200,GSM3446225,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446225,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110682,OTHER,302,3656053072,PRJNA498483,SAMN10311446,1602546912,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937201,GSM3446226,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446226,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110683,OTHER,302,3486836734,PRJNA498483,SAMN10311445,1526197156,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937202,GSM3446227,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446227,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110684,OTHER,302,3110358098,PRJNA498483,SAMN10311444,1342863355,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937203,GSM3446228,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446228,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110685,OTHER,302,3811417576,PRJNA498483,SAMN10311443,1655969090,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937204,GSM3446229,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446229,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110686,OTHER,302,4027393480,PRJNA498483,SAMN10311442,1752580340,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937205,GSM3446230,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446230,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8110687,OTHER,500,3041258000,PRJNA498483,SAMN10311441,1539375376,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937206,GSM3446231,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446231,SRP166868,retina,retina
SRR8110688,OTHER,500,4414150000,PRJNA498483,SAMN10311440,2183312934,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937207,GSM3446232,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446232,SRP166868,retina,retina
SRR8110689,OTHER,500,4828318500,PRJNA498483,SAMN10311439,2416668996,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937208,GSM3446233,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446233,SRP166868,retina,retina
SRR8110690,OTHER,500,5206501000,PRJNA498483,SAMN10311438,2595425501,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937209,GSM3446234,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446234,SRP166868,retina,retina
SRR8110691,OTHER,500,4553705000,PRJNA498483,SAMN10311437,2268170142,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937210,GSM3446235,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446235,SRP166868,retina,retina
SRR8110692,OTHER,500,5191109000,PRJNA498483,SAMN10311436,2563783943,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937211,GSM3446236,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446236,SRP166868,retina,retina
SRR8110693,OTHER,500,4822049000,PRJNA498483,SAMN10311435,2412894672,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937213,GSM3446237,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446237,SRP166868,retina,retina
SRR8110694,OTHER,500,3450637500,PRJNA498483,SAMN10311434,1776800736,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937214,GSM3446238,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446238,SRP166868,retina,retina
SRR8110695,OTHER,500,3024881000,PRJNA498483,SAMN10311433,1539756498,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937215,GSM3446239,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446239,SRP166868,retina,retina
SRR8110696,OTHER,500,1010911000,PRJNA498483,SAMN10311432,512058334,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937216,GSM3446240,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446240,SRP166868,retina,retina
SRR8110697,OTHER,500,2955937500,PRJNA498483,SAMN10311538,1491503518,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4937217,GSM3446241,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3446241,SRP166868,retina,retina
SRR8523167,OTHER,302,4124269040,PRJNA498483,SAMN10863502,1881690556,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326002,GSM3588979,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588979,SRP166868,retina,retina
SRR8523168,OTHER,302,4254457918,PRJNA498483,SAMN10863564,1914629246,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326003,GSM3588980,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588980,SRP166868,retina,retina
SRR8523169,OTHER,302,4153935104,PRJNA498483,SAMN10863563,1851032393,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326004,GSM3588981,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588981,SRP166868,retina,retina
SRR8523170,OTHER,302,4215118794,PRJNA498483,SAMN10863562,1885181682,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326005,GSM3588982,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588982,SRP166868,retina,retina
SRR8523171,OTHER,302,3982919148,PRJNA498483,SAMN10863561,1818934386,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326006,GSM3588983,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588983,SRP166868,retina,retina
