path,SampleName,label
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382762_cortex-p028-cb_134.contacts.pairs.txt.gz,GSM4382762_cortex-p028-cb_134,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382763_cortex-p028-cb_135.contacts.pairs.txt.gz,GSM4382763_cortex-p028-cb_135,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382764_cortex-p028-cb_136.contacts.pairs.txt.gz,GSM4382764_cortex-p028-cb_136,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382765_cortex-p028-cb_137.contacts.pairs.txt.gz,GSM4382765_cortex-p028-cb_137,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382766_cortex-p028-cb_138.contacts.pairs.txt.gz,GSM4382766_cortex-p028-cb_138,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382767_cortex-p028-cb_139.contacts.pairs.txt.gz,GSM4382767_cortex-p028-cb_139,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382768_cortex-p028-cb_140.contacts.pairs.txt.gz,GSM4382768_cortex-p028-cb_140,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382769_cortex-p028-cb_141.contacts.pairs.txt.gz,GSM4382769_cortex-p028-cb_141,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382770_cortex-p028-cb_142.contacts.pairs.txt.gz,GSM4382770_cortex-p028-cb_142,Medium Spiny Neuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382771_cortex-p028-cb_143.contacts.pairs.txt.gz,GSM4382771_cortex-p028-cb_143,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382772_cortex-p028-cb_144.contacts.pairs.txt.gz,GSM4382772_cortex-p028-cb_144,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382773_cortex-p028-cb_145.contacts.pairs.txt.gz,GSM4382773_cortex-p028-cb_145,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382774_cortex-p028-cb_146.contacts.pairs.txt.gz,GSM4382774_cortex-p028-cb_146,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382775_cortex-p028-cb_147.contacts.pairs.txt.gz,GSM4382775_cortex-p028-cb_147,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382776_cortex-p028-cb_148.contacts.pairs.txt.gz,GSM4382776_cortex-p028-cb_148,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382777_cortex-p028-cb_149.contacts.pairs.txt.gz,GSM4382777_cortex-p028-cb_149,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382778_cortex-p028-cb_150.contacts.pairs.txt.gz,GSM4382778_cortex-p028-cb_150,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382779_cortex-p028-cb_151.contacts.pairs.txt.gz,GSM4382779_cortex-p028-cb_151,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382780_cortex-p028-cb_152.contacts.pairs.txt.gz,GSM4382780_cortex-p028-cb_152,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382781_cortex-p028-cb_153.contacts.pairs.txt.gz,GSM4382781_cortex-p028-cb_153,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382782_cortex-p028-cb_154.contacts.pairs.txt.gz,GSM4382782_cortex-p028-cb_154,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382783_cortex-p028-cb_155.contacts.pairs.txt.gz,GSM4382783_cortex-p028-cb_155,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382784_cortex-p028-cb_156.contacts.pairs.txt.gz,GSM4382784_cortex-p028-cb_156,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382785_cortex-p028-cb_157.contacts.pairs.txt.gz,GSM4382785_cortex-p028-cb_157,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382786_cortex-p028-cb_158.contacts.pairs.txt.gz,GSM4382786_cortex-p028-cb_158,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382787_cortex-p028-cb_159.contacts.pairs.txt.gz,GSM4382787_cortex-p028-cb_159,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382788_cortex-p028-cb_160.contacts.pairs.txt.gz,GSM4382788_cortex-p028-cb_160,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382789_cortex-p028-cb_161.contacts.pairs.txt.gz,GSM4382789_cortex-p028-cb_161,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382790_cortex-p028-cb_162.contacts.pairs.txt.gz,GSM4382790_cortex-p028-cb_162,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382791_cortex-p028-cb_163.contacts.pairs.txt.gz,GSM4382791_cortex-p028-cb_163,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382792_cortex-p028-cb_164.contacts.pairs.txt.gz,GSM4382792_cortex-p028-cb_164,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382793_cortex-p028-cb_165.contacts.pairs.txt.gz,GSM4382793_cortex-p028-cb_165,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382794_cortex-p028-cb_166.contacts.pairs.txt.gz,GSM4382794_cortex-p028-cb_166,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382795_cortex-p028-cb_167.contacts.pairs.txt.gz,GSM4382795_cortex-p028-cb_167,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382796_cortex-p028-cb_168.contacts.pairs.txt.gz,GSM4382796_cortex-p028-cb_168,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382797_cortex-p028-cb_169.contacts.pairs.txt.gz,GSM4382797_cortex-p028-cb_169,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382798_cortex-p028-cb_170.contacts.pairs.txt.gz,GSM4382798_cortex-p028-cb_170,Medium Spiny Neuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382799_cortex-p028-cb_171.contacts.pairs.txt.gz,GSM4382799_cortex-p028-cb_171,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382800_cortex-p028-cb_172.contacts.pairs.txt.gz,GSM4382800_cortex-p028-cb_172,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382801_cortex-p028-cb_173.contacts.pairs.txt.gz,GSM4382801_cortex-p028-cb_173,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382802_cortex-p028-cb_174.contacts.pairs.txt.gz,GSM4382802_cortex-p028-cb_174,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382803_cortex-p028-cb_175.contacts.pairs.txt.gz,GSM4382803_cortex-p028-cb_175,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382804_cortex-p028-cb_176.contacts.pairs.txt.gz,GSM4382804_cortex-p028-cb_176,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382805_cortex-p028-cb_177.contacts.pairs.txt.gz,GSM4382805_cortex-p028-cb_177,Medium Spiny Neuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382806_cortex-p028-cb_178.contacts.pairs.txt.gz,GSM4382806_cortex-p028-cb_178,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382807_cortex-p028-cb_179.contacts.pairs.txt.gz,GSM4382807_cortex-p028-cb_179,Medium Spiny Neuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382808_cortex-p028-cb_180.contacts.pairs.txt.gz,GSM4382808_cortex-p028-cb_180,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382809_cortex-p028-cb_181.contacts.pairs.txt.gz,GSM4382809_cortex-p028-cb_181,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382810_cortex-p028-cb_182.contacts.pairs.txt.gz,GSM4382810_cortex-p028-cb_182,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382811_cortex-p028-cb_183.contacts.pairs.txt.gz,GSM4382811_cortex-p028-cb_183,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382812_cortex-p028-cb_184.contacts.pairs.txt.gz,GSM4382812_cortex-p028-cb_184,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382813_cortex-p028-cb_185.contacts.pairs.txt.gz,GSM4382813_cortex-p028-cb_185,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382814_cortex-p028-cb_186.contacts.pairs.txt.gz,GSM4382814_cortex-p028-cb_186,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382815_cortex-p028-cb_187.contacts.pairs.txt.gz,GSM4382815_cortex-p028-cb_187,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382816_cortex-p028-cb_188.contacts.pairs.txt.gz,GSM4382816_cortex-p028-cb_188,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382817_cortex-p028-cb_189.contacts.pairs.txt.gz,GSM4382817_cortex-p028-cb_189,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382818_cortex-p028-cb_190.contacts.pairs.txt.gz,GSM4382818_cortex-p028-cb_190,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382819_cortex-p028-cb_191.contacts.pairs.txt.gz,GSM4382819_cortex-p028-cb_191,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382820_cortex-p028-cb_192.contacts.pairs.txt.gz,GSM4382820_cortex-p028-cb_192,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382821_cortex-p028-cb_193.contacts.pairs.txt.gz,GSM4382821_cortex-p028-cb_193,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382822_cortex-p028-cb_194.contacts.pairs.txt.gz,GSM4382822_cortex-p028-cb_194,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382823_cortex-p028-cb_195.contacts.pairs.txt.gz,GSM4382823_cortex-p028-cb_195,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382824_cortex-p028-cb_196.contacts.pairs.txt.gz,GSM4382824_cortex-p028-cb_196,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382825_cortex-p028-cb_197.contacts.pairs.txt.gz,GSM4382825_cortex-p028-cb_197,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382826_cortex-p028-cb_198.contacts.pairs.txt.gz,GSM4382826_cortex-p028-cb_198,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382827_cortex-p028-cb_199.contacts.pairs.txt.gz,GSM4382827_cortex-p028-cb_199,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382828_cortex-p028-cb_200.contacts.pairs.txt.gz,GSM4382828_cortex-p028-cb_200,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382829_cortex-p028-cb_201.contacts.pairs.txt.gz,GSM4382829_cortex-p028-cb_201,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382830_cortex-p028-cb_202.contacts.pairs.txt.gz,GSM4382830_cortex-p028-cb_202,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382831_cortex-p028-cb_203.contacts.pairs.txt.gz,GSM4382831_cortex-p028-cb_203,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382832_cortex-p028-cb_204.contacts.pairs.txt.gz,GSM4382832_cortex-p028-cb_204,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382833_cortex-p028-cb_205.contacts.pairs.txt.gz,GSM4382833_cortex-p028-cb_205,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382834_cortex-p028-cb_206.contacts.pairs.txt.gz,GSM4382834_cortex-p028-cb_206,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382835_cortex-p028-cb_207.contacts.pairs.txt.gz,GSM4382835_cortex-p028-cb_207,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382836_cortex-p028-cb_208.contacts.pairs.txt.gz,GSM4382836_cortex-p028-cb_208,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382837_cortex-p028-cb_209.contacts.pairs.txt.gz,GSM4382837_cortex-p028-cb_209,Medium Spiny Neuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382838_cortex-p028-cb_210.contacts.pairs.txt.gz,GSM4382838_cortex-p028-cb_210,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382839_cortex-p028-cb_211.contacts.pairs.txt.gz,GSM4382839_cortex-p028-cb_211,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382840_cortex-p028-cb_212.contacts.pairs.txt.gz,GSM4382840_cortex-p028-cb_212,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382841_cortex-p028-cb_213.contacts.pairs.txt.gz,GSM4382841_cortex-p028-cb_213,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382842_cortex-p028-cb_214.contacts.pairs.txt.gz,GSM4382842_cortex-p028-cb_214,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382843_cortex-p028-cb_215.contacts.pairs.txt.gz,GSM4382843_cortex-p028-cb_215,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382844_cortex-p028-cb_216.contacts.pairs.txt.gz,GSM4382844_cortex-p028-cb_216,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382845_cortex-p028-cb_217.contacts.pairs.txt.gz,GSM4382845_cortex-p028-cb_217,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382846_cortex-p028-cb_218.contacts.pairs.txt.gz,GSM4382846_cortex-p028-cb_218,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382847_cortex-p028-cb_219.contacts.pairs.txt.gz,GSM4382847_cortex-p028-cb_219,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382848_cortex-p028-cb_220.contacts.pairs.txt.gz,GSM4382848_cortex-p028-cb_220,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382849_cortex-p028-cb_221.contacts.pairs.txt.gz,GSM4382849_cortex-p028-cb_221,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382850_cortex-p028-cb_222.contacts.pairs.txt.gz,GSM4382850_cortex-p028-cb_222,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382851_cortex-p028-cb_223.contacts.pairs.txt.gz,GSM4382851_cortex-p028-cb_223,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382852_cortex-p028-cb_224.contacts.pairs.txt.gz,GSM4382852_cortex-p028-cb_224,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382853_cortex-p028-cb_225.contacts.pairs.txt.gz,GSM4382853_cortex-p028-cb_225,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382854_cortex-p028-cb_226.contacts.pairs.txt.gz,GSM4382854_cortex-p028-cb_226,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382855_cortex-p028-cb_227.contacts.pairs.txt.gz,GSM4382855_cortex-p028-cb_227,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382856_cortex-p028-cb_228.contacts.pairs.txt.gz,GSM4382856_cortex-p028-cb_228,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382857_cortex-p028-cb_229.contacts.pairs.txt.gz,GSM4382857_cortex-p028-cb_229,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382858_cortex-p028-cb_230.contacts.pairs.txt.gz,GSM4382858_cortex-p028-cb_230,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382859_cortex-p028-cb_231.contacts.pairs.txt.gz,GSM4382859_cortex-p028-cb_231,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382860_cortex-p028-cb_232.contacts.pairs.txt.gz,GSM4382860_cortex-p028-cb_232,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382861_cortex-p028-cb_233.contacts.pairs.txt.gz,GSM4382861_cortex-p028-cb_233,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382862_cortex-p028-cb_234.contacts.pairs.txt.gz,GSM4382862_cortex-p028-cb_234,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382863_cortex-p028-cb_235.contacts.pairs.txt.gz,GSM4382863_cortex-p028-cb_235,Neonatal Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382864_cortex-p028-cb_236.contacts.pairs.txt.gz,GSM4382864_cortex-p028-cb_236,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382865_cortex-p028-cb_237.contacts.pairs.txt.gz,GSM4382865_cortex-p028-cb_237,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382866_cortex-p028-cb_238.contacts.pairs.txt.gz,GSM4382866_cortex-p028-cb_238,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382867_cortex-p028-cb_239.contacts.pairs.txt.gz,GSM4382867_cortex-p028-cb_239,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382868_cortex-p028-cb_240.contacts.pairs.txt.gz,GSM4382868_cortex-p028-cb_240,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382869_cortex-p056-cb_001.contacts.pairs.txt.gz,GSM4382869_cortex-p056-cb_001,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382870_cortex-p056-cb_002.contacts.pairs.txt.gz,GSM4382870_cortex-p056-cb_002,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382871_cortex-p056-cb_003.contacts.pairs.txt.gz,GSM4382871_cortex-p056-cb_003,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382872_cortex-p056-cb_004.contacts.pairs.txt.gz,GSM4382872_cortex-p056-cb_004,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382873_cortex-p056-cb_005.contacts.pairs.txt.gz,GSM4382873_cortex-p056-cb_005,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382874_cortex-p056-cb_006.contacts.pairs.txt.gz,GSM4382874_cortex-p056-cb_006,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382875_cortex-p056-cb_007.contacts.pairs.txt.gz,GSM4382875_cortex-p056-cb_007,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382876_cortex-p056-cb_008.contacts.pairs.txt.gz,GSM4382876_cortex-p056-cb_008,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382877_cortex-p056-cb_009.contacts.pairs.txt.gz,GSM4382877_cortex-p056-cb_009,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382878_cortex-p056-cb_010.contacts.pairs.txt.gz,GSM4382878_cortex-p056-cb_010,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382879_cortex-p056-cb_011.contacts.pairs.txt.gz,GSM4382879_cortex-p056-cb_011,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382880_cortex-p056-cb_012.contacts.pairs.txt.gz,GSM4382880_cortex-p056-cb_012,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382881_cortex-p056-cb_013.contacts.pairs.txt.gz,GSM4382881_cortex-p056-cb_013,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382882_cortex-p056-cb_014.contacts.pairs.txt.gz,GSM4382882_cortex-p056-cb_014,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382883_cortex-p056-cb_015.contacts.pairs.txt.gz,GSM4382883_cortex-p056-cb_015,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382884_cortex-p056-cb_016.contacts.pairs.txt.gz,GSM4382884_cortex-p056-cb_016,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382885_cortex-p056-cb_017.contacts.pairs.txt.gz,GSM4382885_cortex-p056-cb_017,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382886_cortex-p056-cb_018.contacts.pairs.txt.gz,GSM4382886_cortex-p056-cb_018,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382887_cortex-p056-cb_019.contacts.pairs.txt.gz,GSM4382887_cortex-p056-cb_019,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382888_cortex-p056-cb_020.contacts.pairs.txt.gz,GSM4382888_cortex-p056-cb_020,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382889_cortex-p056-cb_021.contacts.pairs.txt.gz,GSM4382889_cortex-p056-cb_021,
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382890_cortex-p056-cb_022.contacts.pairs.txt.gz,GSM4382890_cortex-p056-cb_022,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382891_cortex-p056-cb_023.contacts.pairs.txt.gz,GSM4382891_cortex-p056-cb_023,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382892_cortex-p056-cb_024.contacts.pairs.txt.gz,GSM4382892_cortex-p056-cb_024,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382893_cortex-p056-cb_025.contacts.pairs.txt.gz,GSM4382893_cortex-p056-cb_025,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382894_cortex-p056-cb_026.contacts.pairs.txt.gz,GSM4382894_cortex-p056-cb_026,Neonatal Neuron 1
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382895_cortex-p056-cb_027.contacts.pairs.txt.gz,GSM4382895_cortex-p056-cb_027,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382896_cortex-p056-cb_028.contacts.pairs.txt.gz,GSM4382896_cortex-p056-cb_028,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382897_cortex-p056-cb_029.contacts.pairs.txt.gz,GSM4382897_cortex-p056-cb_029,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382898_cortex-p056-cb_030.contacts.pairs.txt.gz,GSM4382898_cortex-p056-cb_030,Cortical L6 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382899_cortex-p056-cb_031.contacts.pairs.txt.gz,GSM4382899_cortex-p056-cb_031,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382900_cortex-p056-cb_032.contacts.pairs.txt.gz,GSM4382900_cortex-p056-cb_032,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382901_cortex-p056-cb_033.contacts.pairs.txt.gz,GSM4382901_cortex-p056-cb_033,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382902_cortex-p056-cb_034.contacts.pairs.txt.gz,GSM4382902_cortex-p056-cb_034,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382903_cortex-p056-cb_035.contacts.pairs.txt.gz,GSM4382903_cortex-p056-cb_035,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382904_cortex-p056-cb_036.contacts.pairs.txt.gz,GSM4382904_cortex-p056-cb_036,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382905_cortex-p056-cb_037.contacts.pairs.txt.gz,GSM4382905_cortex-p056-cb_037,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382906_cortex-p056-cb_038.contacts.pairs.txt.gz,GSM4382906_cortex-p056-cb_038,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382907_cortex-p056-cb_039.contacts.pairs.txt.gz,GSM4382907_cortex-p056-cb_039,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382908_cortex-p056-cb_040.contacts.pairs.txt.gz,GSM4382908_cortex-p056-cb_040,Microglia Etc.
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382909_cortex-p056-cb_041.contacts.pairs.txt.gz,GSM4382909_cortex-p056-cb_041,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382910_cortex-p056-cb_042.contacts.pairs.txt.gz,GSM4382910_cortex-p056-cb_042,Hippocampal Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382911_cortex-p056-cb_043.contacts.pairs.txt.gz,GSM4382911_cortex-p056-cb_043,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382912_cortex-p056-cb_044.contacts.pairs.txt.gz,GSM4382912_cortex-p056-cb_044,Mature Oligodendrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382913_cortex-p056-cb_045.contacts.pairs.txt.gz,GSM4382913_cortex-p056-cb_045,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382914_cortex-p056-cb_046.contacts.pairs.txt.gz,GSM4382914_cortex-p056-cb_046,Interneuron
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382915_cortex-p056-cb_047.contacts.pairs.txt.gz,GSM4382915_cortex-p056-cb_047,Cortical L2–5 Pyramidal Cell
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382916_cortex-p056-cb_048.contacts.pairs.txt.gz,GSM4382916_cortex-p056-cb_048,Adult Astrocyte
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382917_cortex-p056-cb_049.contacts.pairs.txt.gz,GSM4382917_cortex-p056-cb_049,Oligodendrocyte Progenitor
/store/zlwang/Workspace/data/Dip-C/pairs/GSM4382918_cortex-p056-cb_050.contacts.pairs.txt.gz,GSM4382918_cortex-p056-cb_050,Mature Oligodendrocyte
